contentId,Top1,Top2,Top3,Top4,Top5
6766105865162331239,-3462051751080362224,-1878569380455769122,6999813113145211708,-6728844082024523434,-3872763991286728274
3585886677712899987,-5257244885628286303,-8068727428160395745,5053372977408537204,-434149774629603391,-9089854794058353436
3196303498841885455,8926283897590637985,1990052153136096105,7088167897470452815,-5581910915745827384,-5895530418852362770
7174452660053929140,-2123288010168989418,1184320069221244535,-2184022689343185012,8428597553954921991,-2976309714446243509
7727369224210483739,6006800146436649545,-4195851681734441295,4744297321841608877,-7638840925036528150,5410293063635507608
8946250624470221174,5967886403500658324,2628816849077589497,5817939718364925129,5817939718364925129,-7442296890640709658
363798057559041921,7775857588929395558,-2184022689343185012,8836508987743809103,886450434856305025,6797493571710971497
-5403733687257676872,-5082274522455747241,231281690254211527,-6761163882540291832,-2323511129839590090,-7666273193533605701
-7539647701814009718,-5843518165523212471,231281690254211527,-5082274522455747241,-7273935215244206740,-2034054811536485879
2081512200574495983,-3295913657316686039,3618271604906293310,-885886002174762919,-6932442635231192683,7814856426770804213
-3040610224044779845,-5813211845057621660,2474876390020567211,6075137928366965854,8729086959762650511,2231749805468232267
-3258959365023720872,-2323511129839590090,-2405892683303291957,-5794047401651735687,-72844094766108869,-5843518165523212471
-4309525417316029305,3293246847422795557,-8052188270551570124,-4132331404553626868,348632682812866328,7775857588929395558
-7555896091148631419,-8933526098329881084,-2855218766021441159,2277184202014276839,8628621643938810986,9026402401132606773
-9089854794058353436,-2440547657721869309,5053372977408537204,4430520614172753870,-5257244885628286303,-434149774629603391
-5829979886567267504,-1606909838151129701,-6884335507424704154,-340541651592032197,-6340141548068597572,-3179358869851478234
-3387298624573211014,-1447641181396994093,-3231932874544830919,-6761163882540291832,-2323511129839590090,231281690254211527
-4487024160266973763,231281690254211527,-6761163882540291832,3288699993147470797,-8591127493017117985,1117455951802655890
-3130182799308303924,-5843518165523212471,3288699993147470797,231281690254211527,-2323511129839590090,-6761163882540291832
-1452340812018195881,4546206336477094824,-5690023155612846030,1115750778137998115,231281690254211527,5779887740609126631
1059874396577697902,-2167839778474325326,-3231932874544830919,-5843518165523212471,1971653634364577968,-2323511129839590090
5328558001212551235,-3660106964555224100,-9056114023474725450,6908884359295619150,4109618890343020064,5135371516547401748
54211792749134075,-5257244885628286303,-3745582971859460684,6678691743269420670,-3751249597609107201,-6570327055377820618
-6537529846890876234,-9152398073968262186,1990052153136096105,-6728844082024523434,3091351089612339864,-4333957157636611418
-8992201526199201450,-3224698078244963479,-6642751159620064055,1908114740148100507,-2097075598039554565,3467834993860080188
-5843518165523212471,-2167839778474325326,-5082274522455747241,231281690254211527,4815632823882298534,-72844094766108869
8856169137131817223,4815632823882298534,5779887740609126631,-5082274522455747241,231281690254211527,1115750778137998115
2715453133655798791,-6872546942144599345,6569463984699537820,-623310439329591027,-2855218766021441159,8195862936106508846
1992928170409443117,4546206336477094824,-2323511129839590090,4815632823882298534,-6584408680441477889,-5082274522455747241
-4024778022934140027,7775857588929395558,-2923886912694084893,-6215634663594744290,3293246847422795557,-8900113512825364282
-1787737696395220629,-8146108036639482450,231281690254211527,-5082274522455747241,1115750778137998115,-3130182799308303924
-4195851681734441295,-7638840925036528150,672199059798181601,4744297321841608877,-91139000311163410,5410293063635507608
711995695898078056,-2323511129839590090,231281690254211527,-5082274522455747241,1971653634364577968,2321412363020240814
7506614456429888492,2006478190737700267,-3951274083288934897,5211673327552264703,-4561077506184283336,-2923886912694084893
-3058031327323357308,5484061377044071389,-7646922141533719881,5854206600849997966,428486625959995206,-14569272361926584
5901067357946111913,-6761163882540291832,4815632823882298534,-2323511129839590090,-5082274522455747241,-2167839778474325326
-3295730307439884506,6587635730509289343,-14569272361926584,1450769039556893440,524776334673868069,-532999578436827210
-3073433549435888423,5901067357946111913,2870099478920706993,3056097063387494549,4667058261084775379,-2167839778474325326
-7977868424702448788,-6761163882540291832,8020104407235635818,231281690254211527,1971653634364577968,-2323511129839590090
-7762049078455894395,8310689940464940949,-5314778455998444995,-14569272361926584,5854206600849997966,-3058031327323357308
2096088841518695759,4815632823882298534,1115750778137998115,-5082274522455747241,-2323511129839590090,231281690254211527
-3248233692182971167,-6642751159620064055,2171312647242674161,-3224698078244963479,-115892576593938933,6565723369088595990
-8278375716950339547,-8800029253812071912,-4762897581600184489,31349081826574004,4859179221363512189,4422997595777504091
-4893195573827770029,5929055844564382383,6831941111848480366,5930806521893160184,2952636544547704346,-3060116862184714437
3151913710743441986,-879594538384021068,-5843518165523212471,231281690254211527,-5082274522455747241,-2323511129839590090
2725842723638001955,-3850803681204406658,-7294716554902079523,-5082274522455747241,-6590064508646491981,231281690254211527
6800965548226529308,6195056361889291497,215332765550420709,6716649347760033969,-1101361754763388054,2572662123697831414
5929055844564382383,6844164348224220577,8631616594020837056,5930806521893160184,-3060116862184714437,-8900113512825364282
5053372977408537204,-3269885695260066314,4430520614172753870,-5257244885628286303,-9089854794058353436,-434149774629603391
-7463572107837163154,1639450243805666792,-5637143900506554933,1328618437884612347,6678691743269420670,8900292750226176660
-8680242653057858999,-6207670654614839859,-4163754746025598258,-3179358869851478234,2399228553079505025,-3269885695260066314
2847365042071859088,6892165923784661946,-1609424513692297222,-2139739377293212491,-713893030279048092,2847365042071859088
-713893030279048092,6892165923784661946,-1609424513692297222,-2139739377293212491,2847365042071859088,2847365042071859088
2847365042071859088,6892165923784661946,-1609424513692297222,-2139739377293212491,-713893030279048092,2847365042071859088
4869691310149728361,-7442296890640709658,5967886403500658324,2628816849077589497,5817939718364925129,5817939718364925129
-2358644309529026633,2847365042071859088,-2139739377293212491,-6511604233888915532,-7442296890640709658,7814856426770804213
6892165923784661946,-1173087925894083974,-2139739377293212491,2847365042071859088,2847365042071859088,-713893030279048092
-2139739377293212491,6892165923784661946,-1609424513692297222,2847365042071859088,2847365042071859088,-713893030279048092
4164212115654350513,5263606973029607223,8526042588044002101,6870972580508513306,-1999468346928419252,5211673327552264703
-8480712303720557641,-5160830061297425098,1328618437884612347,-115909536143817330,-9033211547111606164,5211673327552264703
4780818054552370624,5211673327552264703,-8934199835393138432,1751822544912242581,-115909536143817330,5949788789046720741
-6511604233888915532,-2139739377293212491,-2358644309529026633,2847365042071859088,2847365042071859088,-7442296890640709658
4859179221363512189,-6570327055377820618,6678691743269420670,-8278375716950339547,6797493571710971497,31349081826574004
-1609424513692297222,-7638840925036528150,-2139739377293212491,-713893030279048092,2847365042071859088,2847365042071859088
-7388035385087807288,215332765550420709,7775857588929395558,-847494979958007433,-115892576593938933,-6642751159620064055
6195056361889291497,-6289909056857931861,7775857588929395558,3772685586944428188,-6642751159620064055,4904775878165401439
4428409432282393251,4717008760225392411,6817244649248188271,-5690023155612846030,-2167839778474325326,-2323511129839590090
8289311442635691404,6678691743269420670,-7384231993217222764,5258604889412591249,-5736221996280340620,-8068727428160395745
3058137260516373249,1328618437884612347,7506614456429888492,5211673327552264703,-9152398073968262186,-4070929606295451361
5271205718596251417,1184320069221244535,-6728844082024523434,6227065897176996407,-4333957157636611418,-4996336942690402156
-3060116862184714437,4785499183287168509,2952636544547704346,-3951274083288934897,5929055844564382383,5930806521893160184
-4561077506184283336,6892866957050839435,5313335392004163852,-2923886912694084893,7506614456429888492,2006478190737700267
8195862936106508846,7510090557616166004,564282370384747453,7526977287801930517,-847494979958007433,4817624205684040310
1851975995406778464,1115750778137998115,8856169137131817223,-2405892683303291957,-5082274522455747241,-6584408680441477889
9045808098977760576,7419040071212162906,-2487699318115820990,-9033211547111606164,-8717945432162716060,4422997595777504091
7138108653908662095,1115750778137998115,-1663441888197894674,4909630283317268181,4815632823882298534,457505998997890101
-7666273193533605701,-5082274522455747241,231281690254211527,-6761163882540291832,-2323511129839590090,-5403733687257676872
-3071732669882279801,231281690254211527,8020104407235635818,1115750778137998115,-1511619461666295654,-2323511129839590090
-8954346068661072425,215332765550420709,6797493571710971497,-7191607771634445823,1561244083438776495,7631327570702153011
-4582216289807398227,-1181242543195516037,1908114740148100507,-6851425181090952724,-6932442635231192683,569574447134368517
-1173087925894083974,-3745582971859460684,-5637143900506554933,-434149774629603391,-9089854794058353436,6892165923784661946
6985167957194730651,5211673327552264703,2255878226385826814,569574447134368517,7345394467579731315,1908114740148100507
2642993575444549134,-8582642829303844420,8946250624470221174,-7442296890640709658,-7732246497578572511,6049739262059615567
-4333957157636611418,-8800029253812071912,-6537529846890876234,7424795099560672335,5271205718596251417,-4996336942690402156
4700641534148321049,2628816849077589497,5817939718364925129,5817939718364925129,8946250624470221174,-7442296890640709658
-1525688508571111688,5258604889412591249,-2976309714446243509,-1324705355456975418,2438237966002226084,685073630661800600
5967886403500658324,8946250624470221174,-7442296890640709658,5817939718364925129,5817939718364925129,2628816849077589497
6892866957050839435,-7499831854130267106,5395868751435718725,-9086955082453789880,-1606909838151129701,-4070929606295451361
7926736692763443624,4607279316199873708,7775857588929395558,7419040071212162906,-8717945432162716060,-3872763991286728274
2531450382701518075,3407455496422791860,5842191581670322333,5484061377044071389,4785499183287168509,-8502883448980287228
722931447608069342,-2405892683303291957,-2323511129839590090,-2167839778474325326,-6761163882540291832,-1306208577536428610
-8885776096632729273,-2323511129839590090,4815632823882298534,167668355036921406,231281690254211527,-5082274522455747241
1829180586132834070,5681075485882787671,-6739959707791598779,-1425776303341065806,-8934199835393138432,-5953227649059336919
9209886322932807692,231281690254211527,-5082274522455747241,-5690023155612846030,1115750778137998115,5779887740609126631
-5231736210378596444,348632682812866328,-115909536143817330,7775857588929395558,-8717945432162716060,-885453047081832598
-6119620726358216329,-115909536143817330,-8717945432162716060,-9033211547111606164,4422997595777504091,-4158297476631283435
6049739262059615567,1115750778137998115,231281690254211527,5779887740609126631,4815632823882298534,-5082274522455747241
7636423839699365160,3407455496422791860,-7534240757267992657,5688444173453700360,7506614456429888492,-6564402465035266866
-8582642829303844420,6569463984699537820,6892165923784661946,8946250624470221174,-2855218766021441159,-7442296890640709658
-1243978819371381632,8946250624470221174,2847365042071859088,2847365042071859088,-1609424513692297222,-7442296890640709658
3385087622593663739,6868454399455433725,-623310439329591027,6463551093741815202,-1150591229250318592,-2424983931459616622
8769121796537771237,8020104407235635818,-2167839778474325326,2870099478920706993,-1306208577536428610,881166463209244600
8340838192486391835,-9152398073968262186,5053372977408537204,-5637143900506554933,-6570327055377820618,6678691743269420670
3032648342029994387,-2323511129839590090,-5843518165523212471,-1306208577536428610,409265364477466508,-1463025432902754108
-6590064508646491981,-5082274522455747241,2725842723638001955,-8606063418076691067,4891010769166501207,2543311963908571128
-5729915270134094048,7202701636941380671,5524888769622800245,-8606063418076691067,2543311963908571128,4891010769166501207
-4163754746025598258,-6340141548068597572,-8680242653057858999,3293246847422795557,8659918766210334195,6236312923258954569
-1072987232233605661,-9040419159428373932,-7666273193533605701,-5924653357616257702,-5924653357616257702,-5403733687257676872
-3267081294086663175,3058137260516373249,-8954346068661072425,-4070929606295451361,-9152398073968262186,8628621643938810986
4647928672998188259,1797385737206265555,8748370453256790422,-9086955082453789880,5395868751435718725,7419040071212162906
1115750778137998115,-879594538384021068,8856169137131817223,231281690254211527,5779887740609126631,-5082274522455747241
2441555519716118559,4815632823882298534,1115750778137998115,4546206336477094824,-5082274522455747241,5779887740609126631
-4270702541777554377,-7534240757267992657,-5953227649059336919,-4996336942690402156,-6728844082024523434,-6380034335041404646
-5637143900506554933,-9089854794058353436,-434149774629603391,-6570327055377820618,6678691743269420670,-253149055249888078
5847042211895226591,1649752043999819668,3091351089612339864,6097677219931837830,-2097075598039554565,4702453495211185350
6669026579073415958,-6380034335041404646,-8800029253812071912,-8286289711960957081,-7534240757267992657,962287586799267519
5258604889412591249,1328618437884612347,-9033211547111606164,-6244754482621048226,-3745582971859460684,-8068727428160395745
393734797767236089,-282629989972409543,-6468782714472551646,2870099478920706993,393734797767236089,-5011709367955107239
393734797767236089,-282629989972409543,-6468782714472551646,2870099478920706993,393734797767236089,-5011709367955107239
-5011709367955107239,-282629989972409543,-6468782714472551646,2870099478920706993,393734797767236089,-5011709367955107239
-6564402465035266866,-6851425181090952724,3679601493757850490,-7534240757267992657,7636423839699365160,5688444173453700360
2314077149264083254,-2097075598039554565,5135371516547401748,223316996491584050,-9152398073968262186,4945121243335041737
6187300944962737279,1328618437884612347,8340838192486391835,6678691743269420670,5258604889412591249,-6570327055377820618
-4205603734017049464,2215773447123360543,4909630283317268181,-6761163882540291832,-2405892683303291957,231281690254211527
-6579094253358169934,2760335717049716507,5929055844564382383,5037403311832115000,5930806521893160184,-8900113512825364282
7202701636941380671,-7762049078455894395,4891010769166501207,6947862790919978120,-5729915270134094048,5429045128339158843
2543311963908571128,-6590064508646491981,-5729915270134094048,5524888769622800245,4891010769166501207,-8606063418076691067
-8606063418076691067,-6590064508646491981,-5729915270134094048,5524888769622800245,4891010769166501207,2543311963908571128
6591221581057159843,3467834993860080188,7727369224210483739,6797493571710971497,7631327570702153011,215332765550420709
1642787330067525131,-502840688786875793,-72844094766108869,-5843518165523212471,-5794047401651735687,2050138727387005412
-4831310174172854034,8526042588044002101,3262705634545542432,-2976309714446243509,-7646922141533719881,6947862790919978120
4532698165746826599,4785499183287168509,886450434856305025,3407455496422791860,-7534240757267992657,-2976309714446243509
3262705634545542432,-2976309714446243509,8526042588044002101,-7646922141533719881,6947862790919978120,-4831310174172854034
-7732246497578572511,-8009994379436553252,-7442296890640709658,-1897853393557630253,2642993575444549134,6049739262059615567
7814856426770804213,-1243978819371381632,-7638840925036528150,2081512200574495983,-7442296890640709658,-2358644309529026633
6797493571710971497,-7191607771634445823,-6642751159620064055,8836508987743809103,-8353590933060505654,-2940536914889279273
-8009994379436553252,-5257244885628286303,5053372977408537204,-9086955082453789880,-9089854794058353436,-434149774629603391
5688444173453700360,3679601493757850490,6669026579073415958,962287586799267519,428486625959995206,-7534240757267992657
4815632823882298534,231281690254211527,457505998997890101,-6761163882540291832,-5843518165523212471,-5082274522455747241
-78667914647336721,4532698165746826599,4785499183287168509,-4831310174172854034,-2976309714446243509,-2123288010168989418
1649752043999819668,-885886002174762919,-3020916840917845519,1873952032843878490,-2097075598039554565,2930191803881821526
-2940536914889279273,2399228553079505025,5258604889412591249,-6570327055377820618,6797493571710971497,-8353590933060505654
7345394467579731315,6669026579073415958,-115909536143817330,-8473322535064919980,-713893030279048092,-532999578436827210
6389624212149850449,-115909536143817330,672199059798181601,5410293063635507608,5211673327552264703,6006800146436649545
-8657415528200615063,2572662123697831414,-1101361754763388054,2930191803881821526,-2097075598039554565,1649752043999819668
-6215634663594744290,7775857588929395558,-4024778022934140027,5111115201913219115,3293246847422795557,8836508987743809103
-8781597910014596432,-5082274522455747241,-2323511129839590090,-5843518165523212471,-2405892683303291957,231281690254211527
1117455951802655890,-6761163882540291832,-3513353119850106583,3288699993147470797,-8591127493017117985,-4487024160266973763
6658481071718074876,2834072258350675251,-340541651592032197,-8591127493017117985,231281690254211527,-2708021095252721995
-8615008595949058842,2399228553079505025,-3269885695260066314,-7191607771634445823,-3751249597609107201,6678691743269420670
-3307413259092352650,-6728844082024523434,-14569272361926584,5854206600849997966,-6642751159620064055,1469580151036142903
3465127447598546258,-7525512143002603676,2255878226385826814,1184320069221244535,8057379878708189245,5395868751435718725
-2440547657721869309,8424505741986577894,5053372977408537204,-5257244885628286303,-9089854794058353436,-434149774629603391
7401798504722165526,-879594538384021068,4815632823882298534,2096088841518695759,1115750778137998115,231281690254211527
-2855218766021441159,1751822544912242581,-8582642829303844420,-7215110246375999491,-6872546942144599345,6569463984699537820
-91139000311163410,-7638840925036528150,672199059798181601,-1999468346928419252,-4195851681734441295,5410293063635507608
-6642751159620064055,-847494979958007433,-6728844082024523434,-2976309714446243509,5854206600849997966,1469580151036142903
-498795758651788662,2930191803881821526,-7130425546996181071,1649752043999819668,-7108012586837980940,3566197569262766169
8628621643938810986,348632682812866328,9026402401132606773,-3267081294086663175,2277184202014276839,-7555896091148631419
6034099213718885791,6634206168889468590,-2400879112398974660,826748584447376099,-5283011611531067471,-7130425546996181071
5524888769622800245,-6590064508646491981,-5729915270134094048,-8606063418076691067,4891010769166501207,2543311963908571128
-790959521412948853,231281690254211527,1115750778137998115,-5082274522455747241,-2323511129839590090,6750029764020453263
-6510151088126868601,5395868751435718725,5842191581670322333,3999205546352981758,-5458316826145145813,2255878226385826814
4422997595777504091,-9033211547111606164,31349081826574004,-2487699318115820990,8353614127518545485,-4762897581600184489
-9056114023474725450,-3660106964555224100,-4640750981890093183,5328558001212551235,6908884359295619150,5135371516547401748
2106559900295325351,-3307413259092352650,5854206600849997966,-6642751159620064055,1469580151036142903,-14569272361926584
6947862790919978120,5429045128339158843,3382795524953511662,7202701636941380671,-4831310174172854034,-7646922141533719881
-3751249597609107201,-3745582971859460684,3750772607644674028,-5637143900506554933,5258604889412591249,6678691743269420670
2399228553079505025,-6639617916149472585,-8473322535064919980,5258604889412591249,-8068727428160395745,2399228553079505025
-8068727428160395745,1328618437884612347,-9033211547111606164,-6244754482621048226,-3745582971859460684,5258604889412591249
-3513353119850106583,1117455951802655890,-2405892683303291957,-2323511129839590090,-6761163882540291832,4717008760225392411
-3351652027149912881,3293246847422795557,6797493571710971497,-14569272361926584,3714350889740403446,8836508987743809103
